번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트)
3092,AZBIL CORP,10,0,0.02
3093,POWELL INDUSTRIES INC,10,0,0.08
3094,CURTISS WRIGHT CORP,10,0,0.01
3095,LOTUS BAKERIES,10,0,0.01
3096,HIBINO CORP,10,0,0.54
3097,WUS PRINTED CIRCUIT KUNSHA A,10,0,0.01
3098,ARDMORE SHIPPING CORP,10,0,0.14
3099,TECHNOPROBE SPA,10,0,0.01
3100,WUS PRINTED CIRCUIT KUNSHA A,10,0,0.01
3101,COGENT COMMUNICATIONS HOLDIN,10,0,0.02
3102,NOKIA CORP SPON ADR,10,0,0
3103,CENTRAL RETAIL CORP PCL NVDR,10,0,0.01
3104,TERRENO REALTY CORP,10,0,0.01
3105,BROOKFIELD INFRASTRUCTURE A,10,0,0.02
3106,SOFTWARE SERVICE INC,10,0,0.21
3107,TENNANT CO,10,0,0.04
3108,JOHNSON OUTDOORS INC A,10,0,0.16
3109,ABM INDUSTRIES INC,10,0,0.03
3110,SHIJIAZHUANG YILING PHARMA A,10,0,0.01
3111,VITEC SOFTWARE GROUP AB B SH,10,0,0.04
3112,TREASURY WINE ESTATES LTD,10,0,0.01
3113,MACROMILL INC,10,0,0.34
3114,FLAT GLASS GROUP CO LTD A,10,0,0.01
3115,WINGTECH TECHNOLOGY CO LTD A,10,0,0.01
3116,GLOBAL POWER SYNERGY PCL F,10,0,0.02
3117,SCG PACKAGING PCL NVDR,12,0,0.01
3118,GRIFOLS SA   B,12,0,0.04
3119,CHINA MERCHANTS ENERGY  A,12,0,0.01
3120,BTG HOTELS GROUP CO LTD A,12,0,0.02
3121,KRUNGTHAI CARD PCL FOREIGN,12,0,0.02
3122,HEFEI MEIYA OPTOELECTRONIC A,12,0,0.03
3123,DISH NETWORK CORP A,12,0,0.02
3124,ASSOCIATED BRITISH FOODS PLC,12,0,0.01
3125,SRISAWAD CORP PCL NVDR,12,0,0.05
3126,GUANGHUI ENERGY CO LTD A,12,0,0.01
3127,LINK AND MOTIVATION INC,12,0,0.17
3128,LIBERTY MEDIA COR SIRIUSXM A,12,0,0.02
3129,HUANENG POWER INTL INC A,12,0,0.01
3130,ADVANCED MICRO FABRICATION A,12,0,0.01
3131,SHIZUOKA FINANCIAL GROUP INC,12,0,0.02
3132,XINJIANG GOLDWIND SCI+TEC H,12,0,0.13
3133,CONCENTRIC AB,12,0,0.13
3134,ORIENT SECURITIES CO LTD A,12,0,0.01
3135,ALSO HOLDING AG REG,12,0,0.04
3136,HENKEL AG + CO KGAA,12,0,0.01
3137,NISSAN TOKYO SALES HOLDINGS,12,0,0.61
3138,MAXSCEND MICROELECTRONICS  A,11,0,0.01
3139,UT GROUP CO LTD,11,0,0.13
3140,STOLT NIELSEN LTD,11,0,0.06
3141,WALVAX BIOTECHNOLOGY CO A,11,0,0.01
3142,COFACE SA,11,0,0.05
3143,GUOSEN SECURITIES CO LTD A,11,0,0.01
3144,SHANGHAI BAOSIGHT SOFTWARE A,11,0,0.01
3145,RAPID7 INC,11,0,0.04
3146,CHINA ENERGY ENGINEERING C A,11,0,0.01
3147,CHINA JUSHI CO LTD  A,11,0,0.01
3148,BANQUE CANTONALE VAUDOIS REG,11,0,0.01
3149,NINGBO DEYE TECHNOLOGY CO  A,11,0,0.01
3150,CAPITAL BANCORP INC/MD,11,0,0.27
3151,SDIPTECH AB   B,11,0,0.11
3152,ELEMENT FLEET MANAGEMENT COR,11,0,0.02
3153,TOYO SUISAN KAISHA LTD,11,0,0.02
3154,BEIJING TONGRENTANG CO A,11,0,0.01
3155,YIHAI KERRY ARAWANA HOLDIN A,11,0,0
3156,TREASURY WINE ESTATES LTD,11,0,0.01
3157,GENOVIS AB,11,0,0.31
3158,37 INTERACTIVE ENTERTAINME A,11,0,0.02
3159,ATKORE INC,11,0,0.02
3160,GRAND CANYON EDUCATION INC,11,0,0.03
3161,ZANGGE MINING CO LTD A,11,0,0.01
3162,STROEER SE + CO KGAA,11,0,0.03
3163,ZHEJIANG CHINT ELECTRICS A,11,0,0.01
3164,SIGHT SCIENCES INC,11,0,0.15
3165,BYLINE BANCORP INC,11,0,0.1
3166,KEPPEL CORP LTD,11,0,0.01
3167,NINGBO TUOPU GROUP CO LTD A,11,0,0.01
3168,GRAND CITY PROPERTIES,11,0,0.05
3169,TITAN MACHINERY INC,11,0,0.1
3170,GOERTEK INC  A,11,0,0.01
3171,METALLURGICAL CORP OF CHIN A,11,0,0.01
3172,AOYAMA TRADING CO LTD,11,0,0.25
3173,THERMON GROUP HOLDINGS INC,11,0,0.13
3174,BOYD GROUP SERVICES INC,11,0,0.03
3175,JIANGSU HENGSHUN VINEGAR I A,11,0,0.05
3176,TIAN DI SCIENCE + TECHNOLO A,11,0,0.03
3177,CHINA ZHENHUA GROUP SCIENC A,11,0,0.01
3178,SHIBAURA MACHINE CO LTD,11,0,0.16
3179,MEDACTA GROUP SA,11,0,0.04
3180,NORTH PACIFIC BANK LTD,11,0,0.11
3181,B LOT CO LTD,11,0,1.05
3182,OZ MINERALS LTD,11,0,0.01
3183,ANHUI HUAHENG BIOTECHNOLOG A,11,0,0.04
3184,INTERACTIVE BROKERS GRO CL A,11,0,0.01
3185,RADIANT LOGISTICS INC,11,0,0.35
3186,BOA VISTA SERVICOS SA,11,0,0.12
3187,IRADIMED CORP,11,0,0.24
3188,BUKIT ASAM TBK PT,11,0,0.03
3189,USEN NEXT HOLDINGS CO LTD,11,0,0.09
3190,MING YANG SMART ENERGY GRO A,11,0,0.01
3191,PRAIRIESKY ROYALTY LTD,11,0,0.02
3192,COMMSCOPE HOLDING CO INC,11,0,0.06
3193,COLRUYT SA,11,0,0.03
3194,MODEC INC,11,0,0.15
3195,OISIX RA DAICHI INC,11,0,0.13
3196,INTERFOR CORP,11,0,0.11
3197,HIBIYA ENGINEERING LTD,11,0,0.24
3198,TECHNIP ENERGIES ADR   SPON,11,0,0.03
3199,SICHUAN ROAD+BRIDGE GROUP A,11,0,0.01
3200,HUBEI BIOCAUSE PHARMACEUTI A,11,0,0.04
3201,WEST AFRICAN RESOURCES LTD,11,0,0.1
3202,RATCH GROUP PCL FOREIGN,11,0,0.03
3203,LEM HOLDING SA REG,11,0,0.04
3204,DESCARTES SYSTEMS GRP/THE,11,0,0.01
3205,CHINA CONSTRUCTION BANK A,11,0,0.01
3206,DIGITAL VALUE SPA,11,0,0.12
3207,UMICORE,11,0,0.01
3208,ECOPETROL SA SPONSORED ADR,11,0,0
3209,OZON HOLDINGS PLC   ADR,11,0,0.03
3210,CHINA RESOURCES MICROELECT A,11,0,0.01
3211,WILLSCOT MOBILE MINI HOLDING,11,0,0.01
3212,GUANGZHOU AUTOMOBILE GROUP A,11,0,0.01
3213,RAMBUS INC,11,0,0.02
3214,JACKSON FINANCIAL INC A,11,0,0.03
3215,TOHO TITANIUM CO LTD,11,0,0.06
3216,ASSET WORLD CORP PCL NVDR,11,0,0.01
3217,PIEDMONT OFFICE REALTY TRU A,11,0,0.07
3218,EIZO CORP,11,0,0.15
3219,TRE HOLDINGS CORP,11,0,0.15
3220,EURONEXT NV,11,0,0.01
3221,OX2 AB,11,0,0.04
3222,CHINA EASTERN AIRLINES CO A,11,0,0.01
3223,NIPPON ELECTRIC GLASS CO LTD,11,0,0.05
3224,OOMA INC,11,0,0.25
3225,STORA ENSO OYJ R SHS,11,0,0.01
3226,ICF INTERNATIONAL INC,11,0,0.04
3227,NORTHWEST PIPE CO,11,0,0.25
3228,NINGBO JIFENG AUTO PARTS C A,10,0,0.03
3229,GEMDALE CORP A,10,0,0.01
3230,MINGYUE OPTICAL LENS CO LT A,10,0,0.07
3231,SMURFIT KAPPA GROUP PLC,10,0,0.01
3232,SATELLITE CHEMICAL CO LTD A,10,0,0.01
3233,WORLD HOLDINGS CO LTD,10,0,0.25
3234,WILMAR INTERNATIONAL LTD,10,0,0
3235,XINJIANG XINTAI NATURAL GA A,10,0,0.06
3236,K S HOLDINGS CORP,10,0,0.04
3237,SHANXI COKING COAL ENERGY A,10,0,0.01
3238,TCL TECHNOLOGY GROUP CORP A,10,0,0.01
3239,CHAOZHOU THREE CIRCLE GROU A,10,0,0.01
3240,OPPEIN HOME GROUP INC A,10,0,0.01
3241,EREX CO LTD,10,0,0.08
3242,FRANKLIN COVEY CO,10,0,0.12
3243,EVERBRIGHT SECURITIE CO  A,10,0,0.01
3244,ENDEAVOUR GROUP LTD/AUSTRALI,10,0,0.01
3245,GLOBAL POWER SYNERGY NVDR,10,0,0.01
3246,UNISPLENDOUR CORP LTD A,10,0,0.01
3247,COROMANDEL INTERNATIONAL LTD,10,0,0.03
3248,COFCO BIOTECHNOLOGY CL LT A,10,0,0.04
3249,DISCO CORP,10,0,0.01
3250,AECOM,10,0,0.01
3251,HUIZHOU DESAY SV AUTOMOTIV A,10,0,0.01
3252,SECUNET SECURITY NETWORKS AG,10,0,0.06
3253,CHINA EVERGRANDE GROUP,10,0,0.03
3254,HARBORONE BANCORP INC,10,0,0.12
3255,METSO OUTOTEC OYJ,10,0,0.01
3256,XVIVO PERFUSION AB,10,0,0.15
3257,JIANGSU ZHONGTIAN TECHNOLO A,10,0,0.01
3258,NEW HOPE LIUHE CO LTD A,10,0,0.01
3259,MITSUBISHI SHOKUHIN CO LTD,10,0,0.08
